datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2025-12-17T00:00:00+01:00,1,86.97,0.087,8.7
2025-12-17T01:00:00+01:00,2,87.21,0.0872,8.72
2025-12-17T02:00:00+01:00,3,84.61,0.0846,8.46
2025-12-17T03:00:00+01:00,4,82.12,0.0821,8.21
2025-12-17T04:00:00+01:00,5,81.63,0.0816,8.16
2025-12-17T05:00:00+01:00,6,85.69,0.0857,8.57
2025-12-17T06:00:00+01:00,7,89.84,0.0898,8.98
2025-12-17T07:00:00+01:00,8,105.34,0.1053,10.53
2025-12-17T08:00:00+01:00,9,121.32,0.1213,12.13
2025-12-17T09:00:00+01:00,10,122.11,0.1221,12.21
2025-12-17T10:00:00+01:00,11,117.3,0.1173,11.73
2025-12-17T11:00:00+01:00,12,110.68,0.1107,11.07
2025-12-17T12:00:00+01:00,13,105.65,0.1057,10.57
2025-12-17T13:00:00+01:00,14,112.15,0.1122,11.22
2025-12-17T14:00:00+01:00,15,116.83,0.1168,11.68
2025-12-17T15:00:00+01:00,16,116.28,0.1163,11.63
2025-12-17T16:00:00+01:00,17,106.42,0.1064,10.64
2025-12-17T17:00:00+01:00,18,112.98,0.113,11.3
2025-12-17T18:00:00+01:00,19,100.49,0.1005,10.05
2025-12-17T19:00:00+01:00,20,90.47,0.0905,9.05
2025-12-17T20:00:00+01:00,21,93.54,0.0935,9.35
2025-12-17T21:00:00+01:00,22,89.0,0.089,8.9
2025-12-17T22:00:00+01:00,23,93.21,0.0932,9.32
2025-12-17T23:00:00+01:00,24,78.82,0.0788,7.88
